Award ID,Award Title,Award Status,Activation/Begin Date,Proposal ID,PI Name,Responsible Dept ID,Responsible Dept Name,Funding Source,CFDA Num,Sponsor,Flow-Thru Sponsor,Project Number,Funding Dept ID,Fund Code,Distribution Dept Name,Dept %,Awarded Direct,Awarded Indirect,Awarded Total,Co-PI Name List,Distribution College,Distribution Dept ID,End Date
0000070694,Influence of maternal dietary patterns on neonatal gut microbiome and metabolic health.,Active,2021-09-22,FP00002199,"Nagpal,Ravinder Kumar",135000,Nutrition & Integrative Phys,Other,-,Juntendo University,-,100932,135000,545,Nutrition & Integrative Phys,100,60161,0,60161,,College of Hlth & Human Sci,135000,2023-06-30 00:00:00
0000070695,R2D2.0: Preparing the Next Generation of Reading Disabilities and Dyslexia Researchers,Active,2021-09-28,FP00001684,"Steacy,Laura Marianne",124000,COE Office of Research,Federal,84.325,U. S. Department of Education,-,100934,124000,520,COE Office of Research,33,24214.08,1937.1,26151.18,"Cabell, Sonia; Compton, Donald; Patton-Terry, Nicole",College of Education,124000,2023-09-30 00:00:00
0000070695,R2D2.0: Preparing the Next Generation of Reading Disabilities and Dyslexia Researchers,Active,2021-09-28,FP00001684,"Steacy,Laura Marianne",124000,COE Office of Research,Federal,84.325,U. S. Department of Education,-,100934,124000,520,FCRR Sponsored Projects,33,24214.08,1937.1,26151.18,"Cabell, Sonia; Compton, Donald; Patton-Terry, Nicole",VP Research,286009,2023-09-30 00:00:00
0000070695,R2D2.0: Preparing the Next Generation of Reading Disabilities and Dyslexia Researchers,Active,2021-09-28,FP00001684,"Steacy,Laura Marianne",124000,COE Office of Research,Federal,84.325,U. S. Department of Education,-,100934,124000,520,School of Teacher Education,34,24947.84,1995.8,26943.64,"Cabell, Sonia; Compton, Donald; Patton-Terry, Nicole",College of Education,130000,2023-09-30 00:00:00
0000070695,R2D2.0: Preparing the Next Generation of Reading Disabilities and Dyslexia Researchers,Active,2021-09-28,FP00001684,"Steacy,Laura Marianne",124000,COE Office of Research,Federal,84.325,U. S. Department of Education,-,100948,124000,520,COE Office of Research,33,138664.35,0,138664.35,"Cabell, Sonia; Compton, Donald; Patton-Terry, Nicole",College of Education,124000,2023-09-30 00:00:00
0000070695,R2D2.0: Preparing the Next Generation of Reading Disabilities and Dyslexia Researchers,Active,2021-09-28,FP00001684,"Steacy,Laura Marianne",124000,COE Office of Research,Federal,84.325,U. S. Department of Education,-,100948,124000,520,FCRR Sponsored Projects,33,138664.35,0,138664.35,"Cabell, Sonia; Compton, Donald; Patton-Terry, Nicole",VP Research,286009,2023-09-30 00:00:00
0000070695,R2D2.0: Preparing the Next Generation of Reading Disabilities and Dyslexia Researchers,Active,2021-09-28,FP00001684,"Steacy,Laura Marianne",124000,COE Office of Research,Federal,84.325,U. S. Department of Education,-,100948,124000,520,School of Teacher Education,34,142866.3,0,142866.3,"Cabell, Sonia; Compton, Donald; Patton-Terry, Nicole",College of Education,130000,2023-09-30 00:00:00
0000070696,Ethnic Differences in Responses to Painful Stimuli,Active,2021-09-27,FP00002144,"Ahn,Hyochol",140002,Nursing Department,Federal,93.866,University of Florida,National Institute on Aging,100935,140002,523,Nursing Department,100,20985,11332,32317,,College of Nursing,140002,2023-02-28 00:00:00
0000070697,Reliable and Efficient Machine Learning for Leadership Facility Scientific Data Analytics,Active,2021-09-20,FP00001661,"Bao,Feng",081003,Mathematics Sponsored Projects,Federal,81.049,U. S. Department of Energy,-,100936,081003,520,Mathematics Sponsored Projects,100,196885,104338,301223,,College of Arts & Sciences,081003,2024-08-31 00:00:00
0000070698,Axonal FMRP in Synaptic Development,Active,2021-09-22,FP00001269,"Wang,Yuan",204000,Medicine Biomedical Sciences,Federal,93.242,National Institute of Mental H,-,100939,204000,520,Chemistry & Biochemistry,10,79276,42809,122085,,College of Arts & Sciences,075000,2024-06-30 00:00:00
0000070698,Axonal FMRP in Synaptic Development,Active,2021-09-22,FP00001269,"Wang,Yuan",204000,Medicine Biomedical Sciences,Federal,93.242,National Institute of Mental H,-,100939,204000,520,Medicine Biomedical Sciences,90,713484,385281,1098765,,College of Medicine,204000,2024-06-30 00:00:00
0000070698,Axonal FMRP in Synaptic Development,Active,2021-09-22,FP00002896,"Wang,Yuan",204000,Medicine Biomedical Sciences,Federal,93.242,National Institute of Mental H,-,-,204000,520,Medicine Biomedical Sciences,100,21414,0,21414,,College of Medicine,204000,2024-06-30 00:00:00
0000070699,NMR-Guided Discovery of High-Performance Solid Electrolytes,Active,2021-09-21,FP00002196,"Hu,Yan-Yan",075000,Chemistry & Biochemistry,Other,-,"Samsung Electronics Co., LTD",-,100944,075000,545,Chemistry & Biochemistry,50,59091,5909,65000,,College of Arts & Sciences,075000,2022-07-31 00:00:00
0000070699,NMR-Guided Discovery of High-Performance Solid Electrolytes,Active,2021-09-21,FP00002196,"Hu,Yan-Yan",075000,Chemistry & Biochemistry,Other,-,"Samsung Electronics Co., LTD",-,100944,075000,545,Natl High Magnetic Field Lab,50,59091,5909,65000,,VP Research,227000,2022-07-31 00:00:00
0000070700,"Sarasota County Government Certified Public Manager Contract, 2021-2023",Active,2021-09-24,FP00001873,"Jimenez-Lopez,Linda M",170001,FL Center for Public Managment,State,-,Sarasota County Government,-,100945,170001,540,FL Center for Public Managment,100,59326,15424,74750,,College of Soc Sci & Pub Pol,170001,2023-09-30 00:00:00
0000070701,Aeroacoustic Measurements of Noise Sources Associated with Slat Brackets on a Constant Sweep High-Lift Configuration,Active,2021-09-22,FP00002028,"Cattafesta,Louis N",283000,FL CTR for ADV Aero-propulsion,Federal,43.008,National Institute of Aerospace,National Aeronautics & Space A,100946,283000,524,"Aero, Mech, Energy Center",20,13930.2,7522.4,21452.6,,College of Engineering,283200,2023-05-31 00:00:00
0000070701,Aeroacoustic Measurements of Noise Sources Associated with Slat Brackets on a Constant Sweep High-Lift Configuration,Active,2021-09-22,FP00002028,"Cattafesta,Louis N",283000,FL CTR for ADV Aero-propulsion,Federal,43.008,National Institute of Aerospace,National Aeronautics & Space A,100946,283000,524,FL CTR for ADV Aero-propulsion,40,27860.4,15044.8,42905.2,,College of Engineering,283000,2023-05-31 00:00:00
0000070701,Aeroacoustic Measurements of Noise Sources Associated with Slat Brackets on a Constant Sweep High-Lift Configuration,Active,2021-09-22,FP00002028,"Cattafesta,Louis N",283000,FL CTR for ADV Aero-propulsion,Federal,43.008,National Institute of Aerospace,National Aeronautics & Space A,100946,283000,524,Mechanical Engineering,40,27860.4,15044.8,42905.2,,College of Engineering,218000,2023-05-31 00:00:00
0000070702,"Elementary and Secondary School Emergency Relief (ESSER II) Fund under the Coronavirus Response and Relief Supplemental Appropriation (CRRSA) Act, 2021 Ã¢Â¿Â¿ NON-ENROLLMENT ASSISTANCE",Active,2021-10-12,FP00002181,"Jeune,Daphney",131000,FSUS Administration,Federal,84.425,Florida Dept of Ed - FEM,U. S. Department of Education,100947,131000,523,FSUS Administration,100,25043,1252,26295,"Chambers, Stacy",College of Education,131000,2023-09-30 00:00:00
0000070703,"Elementary and Secondary School Emergency Relief (ESSER II) Fund under the Coronavirus Response and Relief Supplemental Appropriation (CRRSA) Act, 2021 Ã¢Â¿Â¿ ACADEMIC ACCELERATION",Active,2021-10-11,FP00002182,"Jeune,Daphney",131000,FSUS Administration,Federal,84.425,Florida Dept of Ed - FEM,U. S. Department of Education,100949,131000,523,FSUS Administration,100,125214,6261,131475,"Chambers, Stacy",College of Education,131000,2023-09-30 00:00:00
0000070704,"Elementary and Secondary School Emergency Relief (ESSER II) Fund under the Coronavirus Response and Relief Supplemental Appropriation (CRRSA) Act, 2021 Ã¢Â¿Â¿ TECHNOLOGY ASSISTANCE",Active,2021-09-23,FP00002184,"Jeune,Daphney",131000,FSUS Administration,Federal,84.425,Florida Dept of Ed - FEM,U. S. Department of Education,100950,131000,523,FSUS Administration,100,32869,0,32869,"Chambers, Stacy",College of Education,131000,2023-09-30 00:00:00
0000070705,Using Pulse Resistant Starch to Ameliorate Aging-Associated Dysbiosis of the Gut-Microbiome-Brain Axis,Active,2021-10-07,FP00001613,"Nagpal,Ravinder Kumar",135000,Nutrition & Integrative Phys,Federal,10.001,U. S. Department of Agricultur,-,100951,135000,110,Nutrition & Integrative Phys,100,20543,0,20543,"Arjmandi, Bahram; Singh, Prashant",College of Hlth & Human Sci,135000,2023-12-31 00:00:00
0000070705,Using Pulse Resistant Starch to Ameliorate Aging-Associated Dysbiosis of the Gut-Microbiome-Brain Axis,Active,2021-10-07,FP00001613,"Nagpal,Ravinder Kumar",135000,Nutrition & Integrative Phys,Federal,10.001,U. S. Department of Agricultur,-,100951,135000,520,Nutrition & Integrative Phys,100,164400,16440,180840,"Arjmandi, Bahram; Singh, Prashant",College of Hlth & Human Sci,135000,2023-12-31 00:00:00
0000070706,USAID Rwanda Schools and Systems Activity,Active,2021-09-27,FP00001526,"Barnes-Story,Adrienne Elissa",186000,Learning Systems Institute,Federal,98.001,FHI 360,U. S. Agency for International Develop,100952,186000,524,Learning Systems Institute,100,648775,168681,817456,,Provost & VP Academic Affairs,186000,2026-04-15 00:00:00
0000070707,FY21 Community College Administrator Program CCAP,Active,2021-10-11,FP00001416,"Milligan,Jeffrey A",186000,Learning Systems Institute,Federal,19.408,U. S. Department of State,-,100953,186000,110,Learning Systems Institute,100,12504,0,12504,,Provost & VP Academic Affairs,186000,2024-12-31 00:00:00
0000070707,FY21 Community College Administrator Program CCAP,Active,2021-10-11,FP00001416,"Milligan,Jeffrey A",186000,Learning Systems Institute,Federal,19.408,U. S. Department of State,-,100953,186000,520,Learning Systems Institute,100,166766,43358,210124,,Provost & VP Academic Affairs,186000,2024-12-31 00:00:00
0000070707,FY21 Community College Administrator Program CCAP,Active,2021-10-11,FP00001416,"Milligan,Jeffrey A",186000,Learning Systems Institute,Federal,19.408,U. S. Department of State,-,100976,186000,520,Learning Systems Institute,100,199876,0,199876,,Provost & VP Academic Affairs,186000,2024-12-31 00:00:00
0000070709,Georgia Department of Early Care and Learning Developmental Milestones Website Updates,Active,2021-10-20,FP00002072,"Dennard Jr,Harry A",228010,FL Ctr for Interactive Media,Other,-,Georgia Department of Early Care and Lea,-,100955,228010,540,FL Ctr for Interactive Media,100,68250,6825,75075,,VP University Relations,228010,2022-12-30 00:00:00
0000070710,Unraveling the Mysteries of the Platinum Group Elements,Active,2021-09-24,FP00001673,"Schurko,Robert Walter",075000,Chemistry & Biochemistry,Federal,81.049,U. S. Department of Energy,-,100956,075000,520,Chemistry & Biochemistry,50,268545,106455,375000,,College of Arts & Sciences,075000,2023-08-31 00:00:00
0000070710,Unraveling the Mysteries of the Platinum Group Elements,Active,2021-09-24,FP00001673,"Schurko,Robert Walter",075000,Chemistry & Biochemistry,Federal,81.049,U. S. Department of Energy,-,100956,075000,520,Natl High Magnetic Field Lab,50,268545,106455,375000,,VP Research,227000,2023-08-31 00:00:00
0000070711,2021-2022 Law School Civil Clinic Grant,Active,2021-10-14,FP00001621,"Annino,Paul J",144000,College of Law,Other,-,Florida Bar Foundation,-,100957,144000,110,College of Law,100,47915,0,47915,,College of Law,144000,2022-06-30 00:00:00
0000070711,2021-2022 Law School Civil Clinic Grant,Active,2021-10-14,FP00001621,"Annino,Paul J",144000,College of Law,Other,-,Florida Bar Foundation,-,100957,144000,540,College of Law,100,100000,0,100000,,College of Law,144000,2022-06-30 00:00:00
0000070711,2021-2022 Law School Civil Clinic Grant,Active,2021-10-14,FP00001621,"Annino,Paul J",144000,College of Law,Other,-,Florida Bar Foundation,-,100957,144000,555,College of Law,100,3000,0,3000,,College of Law,144000,2022-06-30 00:00:00
0000070712,Northwest Florida College Reach-Out Program Consortium,Active,2021-10-07,FP00001988,"Clark,Irvin Rolindo",302000,PCC Sponsored Programs,State,-,Florida Dept of Ed - SDE,-,-,302000,530,PCC Sponsored Programs,100,3333,0,3333,,Panama City Campus,302000,2022-08-31 00:00:00
0000070712,Northwest Florida College Reach-Out Program Consortium,Active,2021-10-07,FP00001988,"Clark,Irvin Rolindo",302000,PCC Sponsored Programs,State,-,Florida Dept of Ed - SDE,-,100958,099000,110,CARE (UGS),100,3862,0,3862,,Provost & VP Academic Affairs,099000,2022-08-31 00:00:00
0000070712,Northwest Florida College Reach-Out Program Consortium,Active,2021-10-07,FP00001988,"Clark,Irvin Rolindo",302000,PCC Sponsored Programs,State,-,Florida Dept of Ed - SDE,-,100958,099000,530,CARE (UGS),100,10703,0,10703,,Provost & VP Academic Affairs,099000,2022-08-31 00:00:00
0000070712,Northwest Florida College Reach-Out Program Consortium,Active,2021-10-07,FP00001988,"Clark,Irvin Rolindo",302000,PCC Sponsored Programs,State,-,Florida Dept of Ed - SDE,-,100958,300000,110,PCC Dean's Office,100,25620,0,25620,,Panama City Campus,300000,2022-08-31 00:00:00
0000070712,Northwest Florida College Reach-Out Program Consortium,Active,2021-10-07,FP00001988,"Clark,Irvin Rolindo",302000,PCC Sponsored Programs,State,-,Florida Dept of Ed - SDE,-,100958,302000,530,PCC Sponsored Programs,100,105471,0,105470,,Panama City Campus,302000,2022-08-31 00:00:00
0000070712,Northwest Florida College Reach-Out Program Consortium,Active,2021-10-07,FP00001988,"Clark,Irvin Rolindo",302000,PCC Sponsored Programs,State,-,Florida Dept of Ed - SDE,-,100958,302000,555,PCC Sponsored Programs,100,4084,0,4084,,Panama City Campus,302000,2022-08-31 00:00:00
0000070712,Northwest Florida College Reach-Out Program Consortium,Active,2021-10-07,FP00001988,"Clark,Irvin Rolindo",302000,PCC Sponsored Programs,State,-,Florida Dept of Ed - SDE,-,100967,099000,530,CARE (UGS),100,1899,0,1899,,Provost & VP Academic Affairs,099000,2022-08-31 00:00:00
0000070712,Northwest Florida College Reach-Out Program Consortium,Active,2021-10-07,FP00001988,"Clark,Irvin Rolindo",302000,PCC Sponsored Programs,State,-,Florida Dept of Ed - SDE,-,100967,302000,530,PCC Sponsored Programs,100,33383,0,33383,,Panama City Campus,302000,2022-08-31 00:00:00
0000070714,DJJ Young Parents Project Retention Bonus FY 2021-2022 Contract 10486 & 10487,Active,2021-10-07,FP00002263,"Graham,Mimi",157000,Ctr for Prev & Early Intervent,State,-,Florida Department of Juvenile,-,100996,157000,530,Ctr for Prev & Early Intervent,100,3321,332,3653,,Provost & VP Academic Affairs,157000,2022-01-31 00:00:00
0000070715,Florida Department of Health HIV Educational Video and Resources for FY 21/22,Active,2021-09-29,FP00001808,"Dennard Jr,Harry A",228010,FL Ctr for Interactive Media,State,-,Florida Department of Health,-,100963,228010,530,FL Ctr for Interactive Media,100,77273,7727,85000,,VP University Relations,228010,2022-06-30 00:00:00
0000070716,A multidimensional study on articulation deficits in Parkinsons disease,Active,2021-10-13,FP00000472,"Thompson,Austin",183000,Communication Disorders,Federal,93.173,National Institutes of Health,-,-,183000,520,Communication Disorders,100,41146,0,41146,,College of Comm & Information,183000,2023-09-09 00:00:00
0000070716,A multidimensional study on articulation deficits in Parkinsons disease,Active,2021-10-13,FP00000472,"Thompson,Austin",183000,Communication Disorders,Federal,93.173,National Institutes of Health,-,100966,183000,520,Communication Disorders,100,40430,0,40430,"Kim, Yunjung",College of Comm & Information,183000,2023-09-09 00:00:00
0000070717,"Collaborative Activities to Advance Results and Access for Children with Visual Impairments (CATARA-VI) ",Active,2021-10-08,FP00001806,"Bischof,Eileen M",124000,COE Office of Research,Federal,84.325,U. S. Department of Education,-,100968,124000,520,COE Office of Research,50,76381.5,6110.5,82492,,College of Education,124000,2023-09-30 00:00:00
0000070717,"Collaborative Activities to Advance Results and Access for Children with Visual Impairments (CATARA-VI) ",Active,2021-10-08,FP00001806,"Bischof,Eileen M",124000,COE Office of Research,Federal,84.325,U. S. Department of Education,-,100968,124000,520,School of Teacher Education,50,76381.5,6110.5,82492,,College of Education,130000,2023-09-30 00:00:00
0000070717,"Collaborative Activities to Advance Results and Access for Children with Visual Impairments (CATARA-VI) ",Active,2021-10-08,FP00001806,"Bischof,Eileen M",124000,COE Office of Research,Federal,84.325,U. S. Department of Education,-,100974,124000,520,COE Office of Research,50,167112.5,0,167112.5,,College of Education,124000,2023-09-30 00:00:00
0000070717,"Collaborative Activities to Advance Results and Access for Children with Visual Impairments (CATARA-VI) ",Active,2021-10-08,FP00001806,"Bischof,Eileen M",124000,COE Office of Research,Federal,84.325,U. S. Department of Education,-,100974,124000,520,School of Teacher Education,50,167112.5,0,167112.5,,College of Education,130000,2023-09-30 00:00:00
0000070718,Traffic and Criminal Software (TraCS) Support and Enhancement 2022,Active,2021-09-30,FP00001290,"Spainhour,Lisa K",215000,Civil & Environmental Engineer,Federal,20.616,Florida Department of Transportation,U. S. Department of Transporta,100969,215000,523,Civil & Environmental Engineer,50,456852.5,41274,498126.5,,College of Engineering,215000,2022-09-30 00:00:00
0000070718,Traffic and Criminal Software (TraCS) Support and Enhancement 2022,Active,2021-09-30,FP00001290,"Spainhour,Lisa K",215000,Civil & Environmental Engineer,Federal,20.616,Florida Department of Transportation,U. S. Department of Transporta,100969,215000,523,RIDER Center,50,456852.5,41274,498126.5,,College of Engineering,215100,2022-09-30 00:00:00
0000070719,Electronic License and Vehicle Information System (ELVIS),Active,2021-09-30,FP00001295,"Spainhour,Lisa K",215000,Civil & Environmental Engineer,Federal,20.600,Florida Department of Transportation,U. S. Department of Transporta,100970,215000,523,Civil & Environmental Engineer,50,227727.5,22272.5,250000,,College of Engineering,215000,2022-09-30 00:00:00
0000070719,Electronic License and Vehicle Information System (ELVIS),Active,2021-09-30,FP00001295,"Spainhour,Lisa K",215000,Civil & Environmental Engineer,Federal,20.600,Florida Department of Transportation,U. S. Department of Transporta,100970,215000,523,RIDER Center,50,227727.5,22272.5,250000,,College of Engineering,215100,2022-09-30 00:00:00
0000070720,Safe Mobility for Life Coalition,Active,2021-09-30,FP00001244,"Taylor,Miles",163000,Pepper Inst on Aging & Pub Pol,Federal,20.600,Florida Department of Transportation,U. S. Department of Transporta,100971,163000,523,Pepper Inst on Aging & Pub Pol,95,254125,25412.5,279537.5,,College of Soc Sci & Pub Pol,163000,2022-09-30 00:00:00
0000070720,Safe Mobility for Life Coalition,Active,2021-09-30,FP00001244,"Taylor,Miles",163000,Pepper Inst on Aging & Pub Pol,Federal,20.600,Florida Department of Transportation,U. S. Department of Transporta,100971,163000,523,Sociology,5,13375,1337.5,14712.5,,College of Soc Sci & Pub Pol,172000,2022-09-30 00:00:00
0000070720,Safe Mobility for Life Coalition,Active,2021-09-30,FP00001244,"Taylor,Miles",163000,Pepper Inst on Aging & Pub Pol,Federal,20.600,Florida Department of Transportation,U. S. Department of Transporta,100979,163000,523,Pepper Inst on Aging & Pub Pol,95,22562.5,0,22562.5,,College of Soc Sci & Pub Pol,163000,2022-09-30 00:00:00
0000070720,Safe Mobility for Life Coalition,Active,2021-09-30,FP00001244,"Taylor,Miles",163000,Pepper Inst on Aging & Pub Pol,Federal,20.600,Florida Department of Transportation,U. S. Department of Transporta,100979,163000,523,Sociology,5,1187.5,0,1187.5,,College of Soc Sci & Pub Pol,172000,2022-09-30 00:00:00
0000070722,Implementation of Quality Standards in Texas RTCs,Active,2021-09-29,FP00002114,"Boel-Studt,Shamra Marie",142000,Dean Coll of Social Work,Other,-,University of Texas Health Science Cente,Texas Department of Health,100973,142000,540,Dean Coll of Social Work,100,39645,5947,45592,,College of Social Work,142000,2022-08-31 00:00:00
0000070723,Live the Life-Broward County Real Essentials Implementation Evaluation,Active,2021-09-28,FP00002168,"Wilson,Cynthia Bruce",156000,FL Ctr for Prevention Rsch,Other,-,Live the Life,-,100975,156000,545,FL Ctr for Prevention Rsch,100,9275,1391,10666,,Provost & VP Academic Affairs,156000,2023-08-31 00:00:00
0000070724,Nonnative Fish and Wildlife Technical Assistance Group,Active,2021-10-05,FP00002166,"Beardall III,Harald",158000,FL Conflict Resolution Consort,State,-,Florida Fish and Wildlife Cons,-,100989,158000,530,FL Conflict Resolution Consort,100,212987,21429,234416,,Provost & VP Academic Affairs,158000,2025-06-30 00:00:00
0000070725,"2021-2022 IDEA Part B, Preschool Entitlement",Active,2021-10-06,FP00001831,"Jeune,Daphney",131000,FSUS Administration,Federal,84.173,Florida Dept of Ed - FEM,U. S. Department of Education,100981,131000,523,FSUS Administration,100,5572,446,6018,"Chambers, Stacy",College of Education,131000,2022-06-30 00:00:00
0000070726,Dynamic Quadruped for Gap Crossing and Multi-Modal Exploration,Active,2021-10-12,FP00001497,"Clark,Jonathan E",283200,"Aero, Mech, Energy Center",Federal,12.431,U. S. Army Research Laboratory,-,100982,283200,520,"Aero, Mech, Energy Center",35,19458.25,8427.65,27885.9,,College of Engineering,283200,2024-09-28 00:00:00
0000070726,Dynamic Quadruped for Gap Crossing and Multi-Modal Exploration,Active,2021-10-12,FP00001497,"Clark,Jonathan E",283200,"Aero, Mech, Energy Center",Federal,12.431,U. S. Army Research Laboratory,-,100982,283200,520,"Ctr for Intel Sys, Ctrl & Rbts",25,13898.75,6019.75,19918.5,,College of Engineering,067000,2024-09-28 00:00:00
0000070726,Dynamic Quadruped for Gap Crossing and Multi-Modal Exploration,Active,2021-10-12,FP00001497,"Clark,Jonathan E",283200,"Aero, Mech, Energy Center",Federal,12.431,U. S. Army Research Laboratory,-,100982,283200,520,Mechanical Engineering,40,22238,9631.6,31869.6,,College of Engineering,218000,2024-09-28 00:00:00
0000070727,"Strengthening Career and Technical Education for the 21st Century Act, (Perkins V) Secondary University Developmental Research School Entitlement, Fiscal Year 2021-2022",Active,2021-10-07,FP00001869,"Jeune,Daphney",131000,FSUS Administration,Federal,84.048,Florida Dept of Ed - FEM,U. S. Department of Education,100983,131000,523,FSUS Administration,100,28571,1429,30000,,College of Education,131000,2022-06-30 00:00:00
0000070728,"Elementary and Secondary School Emergency Relief (ESSER II) Fund under the Coronavirus Response and Relief Supplemental Appropriation (CRRSA) Act, 2021 Ã¢Â¿Â¿ LUMP SUM",Active,2021-10-12,FP00002183,"Broome,Monica",131000,FSUS Administration,Federal,84.425,Florida Dept of Ed - FEM,U. S. Department of Education,100984,131000,523,FSUS Administration,100,444511,22226,466737,"Chambers, Stacy",College of Education,131000,2023-09-30 00:00:00
0000070729,Fostering Institutional Resources for Science Transformation: The Florida- First Health-science Brigade (The FLORIDA-FIRST BRIGADE),Active,2021-10-29,FP00001093,"Wong,Frankie",140002,Nursing Department,Federal,93.310,National Cancer Institute,-,-,140002,520,Behavioral Sci and Social Med,17,551317.82,263894.4,815212.22,,College of Medicine,208000,2023-08-31 00:00:00
0000070729,Fostering Institutional Resources for Science Transformation: The Florida- First Health-science Brigade (The FLORIDA-FIRST BRIGADE),Active,2021-10-29,FP00001093,"Wong,Frankie",140002,Nursing Department,Federal,93.310,National Cancer Institute,-,-,140002,520,Dean College of Medicine,3,97291.38,46569.6,143860.98,,College of Medicine,200000,2023-08-31 00:00:00
0000070729,Fostering Institutional Resources for Science Transformation: The Florida- First Health-science Brigade (The FLORIDA-FIRST BRIGADE),Active,2021-10-29,FP00001093,"Wong,Frankie",140002,Nursing Department,Federal,93.310,National Cancer Institute,-,-,140002,520,Nursing Department,55,1783675.3,853776,2637451.3,,College of Nursing,140002,2023-08-31 00:00:00
0000070729,Fostering Institutional Resources for Science Transformation: The Florida- First Health-science Brigade (The FLORIDA-FIRST BRIGADE),Active,2021-10-29,FP00001093,"Wong,Frankie",140002,Nursing Department,Federal,93.310,National Cancer Institute,-,-,140002,520,Psychology Sponsored Projects,25,810761.5,388080,1198841.5,,College of Arts & Sciences,089009,2023-08-31 00:00:00
0000070729,Fostering Institutional Resources for Science Transformation: The Florida- First Health-science Brigade (The FLORIDA-FIRST BRIGADE),Active,2021-10-29,FP00001093,"Wong,Frankie",140002,Nursing Department,Federal,93.310,National Cancer Institute,-,100985,140002,520,Behavioral Sci and Social Med,17,48151.82,16757.07,64908.89,"Keel, Pamela; Naar, Sylvie",College of Medicine,208000,2023-08-31 00:00:00
0000070729,Fostering Institutional Resources for Science Transformation: The Florida- First Health-science Brigade (The FLORIDA-FIRST BRIGADE),Active,2021-10-29,FP00001093,"Wong,Frankie",140002,Nursing Department,Federal,93.310,National Cancer Institute,-,100985,140002,520,Dean College of Medicine,3,8497.38,2957.13,11454.51,"Keel, Pamela; Naar, Sylvie",College of Medicine,200000,2023-08-31 00:00:00
0000070729,Fostering Institutional Resources for Science Transformation: The Florida- First Health-science Brigade (The FLORIDA-FIRST BRIGADE),Active,2021-10-29,FP00001093,"Wong,Frankie",140002,Nursing Department,Federal,93.310,National Cancer Institute,-,100985,140002,520,Nursing Department,55,155785.3,54214.05,209999.35,"Keel, Pamela; Naar, Sylvie",College of Nursing,140002,2023-08-31 00:00:00
0000070729,Fostering Institutional Resources for Science Transformation: The Florida- First Health-science Brigade (The FLORIDA-FIRST BRIGADE),Active,2021-10-29,FP00001093,"Wong,Frankie",140002,Nursing Department,Federal,93.310,National Cancer Institute,-,100985,140002,520,Psychology Sponsored Projects,25,70811.5,24642.75,95454.25,"Keel, Pamela; Naar, Sylvie",College of Arts & Sciences,089009,2023-08-31 00:00:00
0000070730,S.A.N.E LMS Technical Assistance & Staff Training,Active,2021-10-04,FP00002073,"Finley,Amy M",150002,Ctr Info Mang & Educate Serv,Other,-,Florida Council Against Sexual,-,100986,150002,540,Ctr Info Mang & Educate Serv,100,15787,0,15787,,Provost & VP Academic Affairs,150002,2022-12-29 00:00:00
0000070731,Program to Alleviate National Disparities in Ethnic and Minority Immunizations in the Community (PANDEMIC),Active,2021-10-01,FP00002058,"Brown Speights,Joedrecka Shyree",206000,Family Medicine & Rural Health,Federal,93.185,University of Florida,Centers for Disease Control and,-,206000,523,Family Medicine & Rural Health,100,167556,43564,211120,,College of Medicine,206000,2023-09-30 00:00:00
0000070731,Program to Alleviate National Disparities in Ethnic and Minority Immunizations in the Community (PANDEMIC),Active,2021-10-01,FP00002058,"Brown Speights,Joedrecka Shyree",206000,Family Medicine & Rural Health,Federal,93.185,University of Florida,Centers for Disease Control and,100987,206000,523,Family Medicine & Rural Health,100,62498,16250,78748,"De Leon, Jessica",College of Medicine,206000,2023-09-30 00:00:00
0000070731,Program to Alleviate National Disparities in Ethnic and Minority Immunizations in the Community (PANDEMIC),Active,2021-10-01,FP00002058-Rev3,"Brown Speights,Joedrecka Shyree",206000,Family Medicine & Rural Health,Federal,93.185,University of Florida,Centers for Disease Control and,-,206000,523,Dean College of Medicine,15,7142.85,1857.15,9000,,College of Medicine,200000,2023-09-30 00:00:00
0000070731,Program to Alleviate National Disparities in Ethnic and Minority Immunizations in the Community (PANDEMIC),Active,2021-10-01,FP00002058-Rev3,"Brown Speights,Joedrecka Shyree",206000,Family Medicine & Rural Health,Federal,93.185,University of Florida,Centers for Disease Control and,-,206000,523,Family Medicine & Rural Health,85,40476.15,10523.85,51000,,College of Medicine,206000,2023-09-30 00:00:00
0000070733,Sunshine State Digital Network Conscious Editing and Inclusive Metadata Training Program,Active,2022-01-10,FP00001420,"Zayas Ruiz,Keila Esther",066000,Strozier Library,Federal,45.310,Florida Department of State,Institute of Museum and Librar,100991,066000,110,Strozier Library,100,15361,0,15361,,Provost & VP Academic Affairs,066000,2022-09-30 00:00:00
0000070733,Sunshine State Digital Network Conscious Editing and Inclusive Metadata Training Program,Active,2022-01-10,FP00001420,"Zayas Ruiz,Keila Esther",066000,Strozier Library,Federal,45.310,Florida Department of State,Institute of Museum and Librar,100991,066000,523,Strozier Library,100,28245,5044,33289,,Provost & VP Academic Affairs,066000,2022-09-30 00:00:00
0000070733,Sunshine State Digital Network Conscious Editing and Inclusive Metadata Training Program,Active,2022-01-10,FP00001420,"Zayas Ruiz,Keila Esther",066000,Strozier Library,Federal,45.310,Florida Department of State,Institute of Museum and Librar,100991,066000,555,Strozier Library,100,913,0,913,,Provost & VP Academic Affairs,066000,2022-09-30 00:00:00
